ph,tds_ppm,turbidity_ntu,temperature_c,dry_days_before_rain,rainwater_quality_score,water_class,recommended_action
6.24,166.1,48.12,31.3,7,48.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.35,71.6,7.24,29.2,0,74.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.82,456.2,66.53,29.9,15,27.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.32,97.0,1.94,27.5,5,83.5,Excellent_Store,Best for storage; disinfect before drinking use
6.03,111.5,5.72,21.3,5,66.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.65,411.1,86.3,27.8,35,24.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.07,96.5,3.9,24.5,2,76.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.08,262.6,72.64,31.0,12,34.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.15,16.4,3.05,29.6,1,87.3,Excellent_Store,Best for storage; disinfect before drinking use
5.85,229.4,60.79,29.7,28,29.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.97,220.8,44.69,29.2,30,35.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.31,71.2,0.39,30.1,5,88.2,Excellent_Store,Best for storage; disinfect before drinking use
5.82,395.5,65.47,23.0,43,23.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.4,147.0,0.18,27.7,2,89.1,Excellent_Store,Best for storage; disinfect before drinking use
5.99,197.0,3.82,26.5,10,65.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.96,319.8,88.56,27.3,8,33.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.84,74.9,44.82,26.3,12,49.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.01,45.3,7.18,29.8,13,65.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.35,106.1,5.57,26.5,0,74.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.16,165.4,17.66,23.7,12,48.9,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.7,440.7,95.0,28.7,39,22.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.12,20.5,1.02,24.4,5,89.0,Excellent_Store,Best for storage; disinfect before drinking use
5.54,411.1,95.0,27.4,22,24.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.87,42.8,0.79,31.0,5,84.8,Excellent_Store,Best for storage; disinfect before drinking use
6.36,210.0,2.38,31.1,13,72.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.97,33.6,6.55,29.2,6,69.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.87,515.1,95.0,28.0,33,22.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.54,416.6,91.87,27.6,12,21.6,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.24,211.9,26.86,24.6,12,47.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.41,35.3,0.03,25.4,5,94.2,Excellent_Store,Best for storage; disinfect before drinking use
5.75,391.1,90.31,23.5,27,25.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.38,86.2,2.68,31.8,5,82.6,Excellent_Store,Best for storage; disinfect before drinking use
5.3,522.0,95.0,29.9,38,17.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.36,46.0,16.21,28.6,4,65.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.67,564.3,75.77,33.4,34,18.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.39,500.4,95.0,28.1,44,19.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.29,104.8,5.78,31.8,8,69.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.96,281.3,64.7,29.2,28,32.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.35,296.5,44.96,31.2,27,37.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.5,150.2,35.35,27.2,13,35.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.95,479.1,61.32,26.5,21,25.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.02,554.2,95.0,33.6,31,22.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.85,200.0,66.15,28.0,13,36.4,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.02,107.9,2.25,28.4,7,76.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.85,119.0,14.11,27.0,5,53.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.02,353.6,63.05,31.3,20,28.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.28,395.2,72.24,26.1,25,33.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.25,100.9,0.97,29.9,10,81.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.86,203.1,42.6,30.1,10,39.7,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.12,78.9,6.78,31.4,2,71.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
4.87,324.7,95.0,29.3,27,17.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.99,333.4,54.16,26.9,24,30.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.98,59.7,22.46,27.8,19,51.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.61,471.5,83.43,25.1,38,23.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.68,330.1,47.16,30.9,35,27.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.85,378.3,35.14,31.9,23,27.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.23,5.0,0.03,27.9,4,94.8,Excellent_Store,Best for storage; disinfect before drinking use
5.73,411.0,95.0,23.6,26,24.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.32,5.6,0.59,23.5,6,92.6,Excellent_Store,Best for storage; disinfect before drinking use
5.59,417.8,95.0,32.6,29,21.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.28,316.9,71.71,31.8,22,35.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.78,169.0,61.78,26.3,13,37.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.11,36.2,2.81,27.2,1,84.2,Excellent_Store,Best for storage; disinfect before drinking use
6.11,363.7,57.08,27.2,11,34.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.16,348.6,25.46,24.4,33,33.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.29,87.6,0.03,27.9,3,92.3,Excellent_Store,Best for storage; disinfect before drinking use
6.16,47.7,10.04,27.0,6,68.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.86,504.0,92.93,22.9,40,22.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.78,245.2,37.85,26.7,15,34.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.06,263.0,48.44,28.8,12,38.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.4,305.5,76.13,26.2,34,38.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.3,172.1,4.67,23.4,10,69.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.91,598.0,95.0,30.0,25,21.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.28,29.7,2.44,26.3,5,88.4,Excellent_Store,Best for storage; disinfect before drinking use
6.29,165.4,17.34,32.6,22,49.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.91,475.6,84.6,24.8,43,23.5,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.85,520.3,94.75,28.5,28,23.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.35,78.7,0.09,25.2,6,90.3,Excellent_Store,Best for storage; disinfect before drinking use
6.02,70.3,3.38,26.6,9,75.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.26,85.2,31.72,24.5,13,52.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.71,369.9,81.04,34.5,20,22.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.07,37.5,10.92,25.6,2,66.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.67,135.5,30.53,22.6,18,50.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.21,253.7,20.17,29.7,8,46.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.3,209.0,3.79,27.0,6,69.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.61,343.5,68.24,26.8,8,31.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.55,507.4,95.0,22.9,35,20.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.11,70.0,58.53,32.2,24,47.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.77,327.5,95.0,31.5,43,22.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.89,327.0,33.74,29.4,29,32.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.37,13.0,0.03,25.1,3,97.2,Excellent_Store,Best for storage; disinfect before drinking use
5.98,215.0,9.92,30.4,9,50.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.38,75.1,6.88,31.4,8,71.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.31,123.8,4.15,31.6,12,74.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.98,174.8,4.46,27.6,11,66.0,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.69,555.8,83.67,29.2,36,21.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.83,25.5,0.03,25.9,7,87.3,Excellent_Store,Best for storage; disinfect before drinking use
6.15,195.7,15.25,28.6,22,48.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.93,473.7,80.13,26.4,35,24.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.6,387.3,95.0,28.0,30,24.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.97,103.5,1.02,26.5,14,77.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.61,270.1,61.14,18.9,16,25.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.07,204.7,53.74,30.4,17,25.1,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.89,11.4,0.11,29.9,1,87.5,Excellent_Store,Best for storage; disinfect before drinking use
5.66,384.8,95.0,27.0,40,22.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.71,478.3,92.01,25.2,12,23.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.31,35.1,0.03,27.4,6,94.5,Excellent_Store,Best for storage; disinfect before drinking use
6.08,488.1,95.0,32.9,40,23.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.05,79.3,42.17,31.2,22,48.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.01,170.5,15.14,24.1,10,51.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.5,329.4,95.0,31.1,38,16.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.33,206.6,48.97,23.7,2,49.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.16,31.7,9.51,27.2,6,70.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.25,158.9,1.41,28.3,5,78.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.51,477.2,95.0,24.5,32,20.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.91,194.1,38.84,30.2,12,39.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.84,19.0,16.86,27.3,12,58.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.98,130.3,16.01,30.6,22,50.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.17,227.9,19.73,26.9,14,46.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.28,105.3,17.21,28.9,5,58.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.28,5.0,1.5,36.1,7,86.9,Excellent_Store,Best for storage; disinfect before drinking use
5.88,460.9,95.0,27.3,45,24.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.98,52.2,9.78,29.6,6,66.1,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.08,245.0,14.31,28.5,15,47.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.99,215.3,15.56,22.9,3,48.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.43,16.5,1.0,34.3,3,92.4,Excellent_Store,Best for storage; disinfect before drinking use
6.02,5.0,1.97,34.8,2,84.6,Excellent_Store,Best for storage; disinfect before drinking use
6.05,51.7,0.03,26.0,6,87.7,Excellent_Store,Best for storage; disinfect before drinking use
5.94,255.6,51.01,28.2,34,34.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.13,168.4,15.64,27.8,15,49.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.55,106.1,8.32,30.5,4,69.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.73,476.0,73.7,22.8,26,20.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.85,83.4,11.36,27.5,13,56.6,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.27,200.7,22.11,29.2,15,48.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.29,6.8,0.77,24.4,0,95.8,Excellent_Store,Best for storage; disinfect before drinking use
6.49,128.4,8.06,28.5,10,65.5,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.88,390.8,90.87,33.6,41,24.3,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.09,145.3,23.85,31.2,12,46.5,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.3,188.3,21.76,27.5,7,49.7,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.22,128.8,2.8,33.4,10,71.9,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.0,150.7,22.32,27.2,17,46.3,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.2,95.5,0.03,26.7,6,87.8,Excellent_Store,Best for storage; disinfect before drinking use
6.15,109.0,4.48,26.8,9,71.2,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.94,211.1,2.3,26.2,9,68.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.01,131.9,46.46,28.6,8,48.4,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.76,237.7,94.6,29.8,21,31.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.94,334.8,44.0,22.3,30,29.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.2,106.6,0.03,29.6,3,84.5,Excellent_Store,Best for storage; disinfect before drinking use
6.1,170.8,3.58,28.6,7,68.4,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
6.3,371.4,11.99,27.4,2,51.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.9,22.8,0.03,29.5,3,90.0,Excellent_Store,Best for storage; disinfect before drinking use
6.09,504.6,62.18,29.5,32,30.8,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
5.9,338.9,69.98,29.4,22,30.9,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.05,180.1,59.84,24.5,25,38.0,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.29,25.8,2.97,26.8,2,88.6,Excellent_Store,Best for storage; disinfect before drinking use
5.65,397.3,89.65,25.9,30,22.4,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.91,57.1,0.03,27.6,7,86.8,Excellent_Store,Best for storage; disinfect before drinking use
6.5,183.2,0.03,24.2,2,84.3,Excellent_Store,Best for storage; disinfect before drinking use
5.72,473.0,95.0,28.2,28,24.9,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.33,230.0,2.36,30.1,1,76.3,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.98,368.4,50.37,29.7,24,29.3,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.29,42.2,5.76,29.8,3,77.7,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
4.98,417.4,80.28,27.8,42,18.2,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.77,461.1,80.45,23.3,22,24.8,Reject_First_Flush,Continue diverting to first-flush waste outlet
5.63,538.5,78.42,32.2,14,24.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.46,101.7,2.39,24.7,4,85.8,Excellent_Store,Best for storage; disinfect before drinking use
5.75,434.0,85.44,22.6,22,22.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.2,483.8,73.94,25.0,31,30.6,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.1,134.1,3.36,26.3,13,70.6,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.88,577.6,95.0,30.2,39,22.1,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.3,49.3,0.03,24.5,0,95.1,Excellent_Store,Best for storage; disinfect before drinking use
6.32,215.6,15.73,24.7,18,48.1,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.16,196.2,18.31,25.4,9,48.8,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
6.04,579.9,77.11,30.4,24,23.0,Reject_First_Flush,Continue diverting to first-flush waste outlet
6.01,379.2,49.65,23.5,7,34.2,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.17,156.3,22.71,27.9,7,51.0,Fair_Non_Potable_Use,Use only for gardening/cleaning after basic filtering
5.91,357.5,35.89,26.8,34,33.5,Poor_Needs_Treatment,Do not store directly; send to treatment/filter
6.1,127.6,6.1,28.4,6,68.8,Good_Store_After_Filter,Store after filtration; disinfect if used for drinking
5.82,447.6,95.0,30.2,43,23.7,Reject_First_Flush,Continue diverting to first-flush waste outlet
